DIJKSTRA,0.0,Ksieginice ul. Sportowa,--->,Wilczyce - Sosnowa,6:29:00
DIJKSTRA,0.0,Brzezina - Biedronka,--->,Grzybowa,9:41:00
DIJKSTRA,1.79669,Moniuszki,--->,Awicenny,14:52:00
DIJKSTRA,1.067178,Volvo,--->,Gajowicka (szkola),13:58:00
DIJKSTRA,2.614491,Sliwowa,--->,Kamien - skrzy.,16:22:00
DIJKSTRA,0.0,Orzechowa,--->,PL. GRUNWALDZKI,1:28:00
DIJKSTRA,2.5032,Ksieginice - skrzyz. Warzyna,--->,Dlugoleka - Kosciol,5:15:00
DIJKSTRA,0.569393,Szczodre - Szkola,--->,Wapienna,4:28:00
DIJKSTRA,0.120919,Kowalska,--->,Katedra,9:47:00
DIJKSTRA,0.848685,Kielczow - Biedronka,--->,Ceglana,14:31:00
DIJKSTRA,2.72934,Dlugoleka - Parkowa/skrzy.,--->,Krepicka,14:22:00
DIJKSTRA,0.0,Opatowicka nr 59,--->,Brochowska,0:43:00
DIJKSTRA,2.383218,Poczta Glowna,--->,Lozina - Wroclawska (na wys. nr 18),15:26:00
DIJKSTRA,0.448758,Rakow - osiedle,--->,Dmowskiego,6:09:00
DIJKSTRA,1.036455,pl. Orlat Lwowskich,--->,Baltycka (szkola),7:35:00
DIJKSTRA,0.0,Volvo - brama II,--->,Soltysowicka,20:37:00
DIJKSTRA,0.000956,Dobroszycka,--->,Wilczyce - szkola,23:57:00
DIJKSTRA,1.449984,Szymanow (Letnia),--->,Mirkow - skrzy. Polna,21:10:00
DIJKSTRA,0.134702,Na Szancach,--->,Rozanka,9:24:00
DIJKSTRA,0.759361,Kielczow - Ladna,--->,Chinska,8:56:00
DIJKSTRA,1.400052,Bielany Wroclawskie - PKP,--->,Trestno - kosciol,21:15:00
DIJKSTRA,0.0,Dlugoleka - Nowy Urzad,--->,TARCZYNSKI ARENA (Krolewiecka),23:56:00
DIJKSTRA,1.876087,Krzemieniecka,--->,KLOKOCZYCE,7:48:00
DIJKSTRA,3.14269,Miloszycka,--->,SZYMANOW-petla,13:14:00
DIJKSTRA,0.512627,Bardzka,--->,Drzewieckiego,18:32:00
DIJKSTRA,2.109478,Na Grobli (Hydropolis),--->,Ferma - stadnina koni,17:13:00
